JobTitle,JobSubCategories,Clean_Job_title
"Senior Software Engineer Java, Kotlin, CloudNative",tech.53.59,Senior Software Engineer Java Kotlin CloudNative
Betriebsmitarbeiter / Maschinenführer,tech.89.94,Betriebsmitarbeiter Maschinenführer
Produktionsmitarbeiter temporär,tech.81.86,Produktionsmitarbeiter temporär
Mitarbeiter*in Raumverwaltung und Empfang (80 %),admin.2.3,Mitarbeiter Raumverwaltung und Empfang 
Stv. Leiter/in Kundenberatung (w/m/d),admin.20.27,Stv Leiter Kundenberatung 
Praktikant/in HR Service Center,admin.2.4,Praktikant HR Service Center
BIOMEDIZINISCHE/R ANALYTIKER/IN (BMA),service.111.1282,BIOMEDIZINISCHER ANALYTIKERIN BMA
Pharma-Assistent/in,tech.66.67,PharmaAssistent
Wissenschaftliche Mitarbeiterin / Wissenschaftlichen Mitarbeiter (80-100%),service.120.122,Wissenschaftliche Mitarbeiterin Wissenschaftlichen Mitarbeiter 
DATENMANAGER/IN TUMORDOKUMENTATION,service.111.113,DATENMANAGERIN TUMORDOKUMENTATION
Dipl. Pflegefachfrau/-mann FH/HF,service.111.115,Dipl Pflegefachfraumann FHHF
Produktionsmitarbeiter*in Massivholzverarbeitung 100%,tech.81.86,Produktionsmitarbeiter Massivholzverarbeitung 
HR Sachbearbeiter/in,admin.2.4,HR Sachbearbeiter
Betriebsmitarbeiter (w/m/d) Lösungsherstellung,tech.81.86,Betriebsmitarbeiter Lösungsherstellung
Microsoft 365 - Spezialist/in (80-100 %),tech.53.2029,Microsoft Spezialist 
Mitarbeiter Fertigung im 4-Schichtbetrieb (m/w/d),tech.81.86,Mitarbeiter Fertigung im Schichtbetrieb 
Betriebsmitarbeiter Office (m/w/d) 100% - Ebikon LU Ebikon LU,tech.81.86,Betriebsmitarbeiter Office Ebikon LU Ebikon LU
Elektroingenieur / Elektrotechniker Tailor Made (w/m/d),tech.72.73,Elektroingenieur Elektrotechniker Tailor Made 
Systemingenieur:in,tech.53.60,Systemingenieur
Abteilungsleiter:in Architektur und Security,tech.53.54,Abteilungsleiter Architektur und Security
Sachbearbeiter*in Dienste,admin.2.3,Sachbearbeiter Dienste
Betreuungsfachperson,admin.2.3,Betreuungsfachperson
Kinder- und Jugendbetreuer*in,admin.2.3,Kinder und Jugendbetreuer
Betriebsmitarbeiter/in (m/w/d) auf Abruf St. Niklaus VS,tech.81.86,Betriebsmitarbeiter auf Abruf St Niklaus VS
Betriebsmitarbeiter Front (m/w/d) 60-80% -Ebikon LU Ebikon LU,tech.81.86,Betriebsmitarbeiter Front Ebikon LU Ebikon LU
Dipl. Radiologiefachperson HF,service.111.114,Dipl Radiologiefachperson HF
Arztsekretär/in,admin.2.3,Arztsekretär
Produktionsmitarbeiterin 3-Schicht Region Aargau (m/w/d),tech.81.86,Produktionsmitarbeiterin Schicht Region Aargau 
Baumaschinenführer:in / Allrounder:in 80-100% (m/w/d),tech.81.86,Baumaschinenführer Allrounder 
Betriebsmitarbeiter im Schichtbetrieb (m/w/d),tech.81.86,Betriebsmitarbeiter im Schichtbetrieb 
"Werkstudent/in Digital Banking 40 %, befristet bis 31.12.2023",admin.20.23,Werkstudent Digital Banking befristet bis 
Servicetechniker*in Montage,tech.81.87,Servicetechniker Montage
Restaurantfachfrau*mann (80%),service.126.127,Restaurantfachfraumann 
Senior Projektmanager*in Logistiktransformation,admin.35.38,Senior Projektmanager Logistiktransformation
Servicetechniker*in,tech.81.87,Servicetechniker
Kochcoach für unsere Haushaltsgeräte (60%) – Region Zentralschweiz,service.126.128,Kochcoach für unsere Haushaltsgeräte – Region Zentralschweiz
Servicetechniker*in,tech.81.87,Servicetechniker
Solution Architect IoT,tech.53.2027,Solution Architect IoT
SAP Application Engineer,tech.53.62,SAP Application Engineer
Senior Software Engineer ASP.NET/C# m/w (80-100%),tech.53.59,Senior Software Engineer ASPNETC 
Filialleiter*in,admin.45.47,Filialleiter
Datenbankspezialistin m/w (80-100%),tech.53.56,Datenbankspezialistin 
Assistent*in Filialleitung,admin.45.47,Assistent Filialleitung
IT Supporter*,tech.53.2029,IT Supporter
"Dipl. Pflegefachfrau / Dipl. Pflegefachmann HF oder FH 80-100%, Station E0/F0, Schwerpunkt Dualdiagn",service.111.116,Dipl Pflegefachfrau Dipl Pflegefachmann HF oder FH Station EF Schwerpunkt Dualdiagn
Produktionsmitarbeiter (m/w/d) 100%,tech.81.86,Produktionsmitarbeiter 
Purchasing Project Leader for Semiconductor Technologies,admin.35.37,Purchasing Project Leader for Semiconductor Technologies
Infirmier/-ère formateur/-trice diplômé(e) (80-100 %),service.111.116,Infirmierère formateurtrice diplômée 
Leiterin / Leiter ICT Geschäftsbereich-Service 100 %,tech.53.2027,Leiterin Leiter ICT GeschäftsbereichService 
Leiterin / Leiter Spezialtherapien 100%,service.111.118,Leiterin Leiter Spezialtherapien 
Aushilfen für die Gastronomie im Stundenlohn,service.126.129,Aushilfen für die Gastronomie im Stundenlohn
"Mitarbeiter/in Service, Casino Host 50-100%",service.126.129,Mitarbeiter Service Casino Host 
"Mitarbeiter*in Service & Reinigung, Gästehaus Gubel -> keine Einsätze am Wochenende",service.126.134,Mitarbeiter Service Reinigung Gästehaus Gubel keine Einsätze am Wochenende
Assistant·e administratif·ve,admin.35.38,Assistant·e administratif·ve
Dipl. Pflegefachfrau Berufsbildnerin / Dipl. Pflegefachmann Berufsbildner (80-100%),service.111.115,Dipl Pflegefachfrau Berufsbildnerin Dipl Pflegefachmann Berufsbildner 
Audit Manager - Assurance Financial Services EMEIA,admin.9.10,Audit Manager Assurance Financial Services EMEIA
Fachmitarbeiter/-in Restaurant 60-80%,service.126.129,Fachmitarbeiterin Restaurant 
Servicefachmann 100% (m/w/d),service.126.129,Servicefachmann 
Servicemitarbeiter/in Roomservice (w/m/d) 100%,service.126.129,Servicemitarbeiter Roomservice 
ServicemitarbeiterIn (alle),service.126.129,ServicemitarbeiterIn alle
Kommissionierer (m/w/d) 100%,tech.101.108,Kommissionierer 
Umschlagsmitarbeiter/ Staplerfahrer mit Prüfung,tech.101.19,Umschlagsmitarbeiter Staplerfahrer mit Prüfung
Kommissionierer (m/w) 60%,tech.101.108,Kommissionierer 
Mitarbeiter Kommissionierung ( m/w ) 80-100%,admin.35.38,Mitarbeiter Kommissionierung 
Lagermitarbeiter 50% fix und weitere 50% auf Abruf (M/W/D),tech.101.108,Lagermitarbeiter fix und weitere auf Abruf 
Lagermitarbeiter (m/w/d),admin.35.38,Lagermitarbeiter 
Lagermitarbeiter/in Konfektionierung (temporär),tech.101.108,Lagermitarbeiter Konfektionierung temporär
Chauffeur B / Lagermitarbeiter Zentralschweiz,admin.35.38,Chauffeur B Lagermitarbeiter Zentralschweiz
Lagermitarbeiter/in Wareneingang 90%,tech.101.108,Lagermitarbeiter Wareneingang 
Lagermitarbeiter/in 90% (temporär),tech.101.108,Lagermitarbeiter temporär
Lagermitarbeiter Getränkekommissionierung (100%),tech.101.108,Lagermitarbeiter Getränkekommissionierung 
Mitarbeiter Kommissionierung (temporär),admin.35.38,Mitarbeiter Kommissionierung temporär
Mitarbeiter Kommissionierung 2-Schichtbetrieb 60%,tech.101.108,Mitarbeiter Kommissionierung Schichtbetrieb 
Staplerfahrer/in (100%),tech.81.82,Staplerfahrer 
BETRIEBSMITARBEITER FLEISCHVERARBEITUNG (m/w) für Festanstellung,tech.81.86,BETRIEBSMITARBEITER FLEISCHVERARBEITUNG für Festanstellung
Mitarbeiter für Tageseinsätze,tech.101.19,Mitarbeiter für Tageseinsätze
MAGAZINER (m/w) 80-100% für Festanstellung,tech.101.108,MAGAZINER für Festanstellung
Warehouse Specialist (m/w/d),tech.101.108,Warehouse Specialist 
Lagermitarbeiter/in 100%,tech.101.108,Lagermitarbeiter 
Kommissionierer (m/w/d) 100%,tech.101.108,Kommissionierer 
Preloader-Magaziner/In 50% 07:30-09:30/20:00-22-00,tech.101.108,PreloaderMagaziner 
Lagerist (Kommissionierung Lebensmittelhandel) 100 %,tech.101.108,Lagerist Kommissionierung Lebensmittelhandel 
Property Manager / Accountant im Shopping-Real-Estate Umfeld (m/w/d),admin.9.13,Property Manager Accountant im ShoppingRealEstate Umfeld 
Buchhalter/in - (80% - 100%),admin.9.11,Buchhalter 
Buchhalter (w/m) 90% - 100%,admin.9.17,Buchhalter 
Buchhalter/in 80-100% (Immobilien),admin.9.11,Buchhalter Immobilien
Financial controller -(H/F),admin.9.12,Financial controller HF
Comptable fiduciaire junior (50-100%),admin.9.11,Comptable fiduciaire junior 
Spezialist Buchhaltung 100% (m/w),admin.9.11,Spezialist Buchhaltung 
Senior Accountant,admin.9.11,Senior Accountant
Buchhalter-Controller,admin.9.11,BuchhalterController
Alleinbuchhalter/in (m/w/d),admin.9.11,Alleinbuchhalter 
Corporate Accountant (m/w/d),admin.9.11,Corporate Accountant 
Mitarbeiter/-in Smartbar (m/w/d) 60%-80%,admin.45.47,Mitarbeiterin Smartbar 
Servicemitarbeiter/in Bistro Alte Kaserne (30 %),service.126.129,Servicemitarbeiter Bistro Alte Kaserne 
"Service-Mitarbeiterin (m,w,d) im Aushilfs-Pensum (Do, Fr und Sa)",service.126.129,ServiceMitarbeiterin mwd im AushilfsPensum Do Fr und Sa
"servicetechniker im rohrleitungsbau, m/w/d",tech.81.82,servicetechniker im rohrleitungsbau 
Service Aushilfe ERNE CHUCHI,service.126.129,Service Aushilfe ERNE CHUCHI
Chef de Service (m/w),service.126.129,Chef de Service 
"Restaurationsfachfrau / -mann, 80-100% oder Teilzeit, Früh-, Mittag- und Abenddienste",service.126.129,Restaurationsfachfrau mann oder Teilzeit Früh Mittag und Abenddienste
Crew Flexible,service.126.128,Crew Flexible
Junior-Projektleitung Tragwerksplanung 80-100%,tech.89.93,JuniorProjektleitung Tragwerksplanung 
Service-Mitarbeiter*in (Tagesbetrieb Dienstag bis Samstag),service.126.129,ServiceMitarbeiter Tagesbetrieb Dienstag bis Samstag
"Scientific Collaborator, Administration National Center of Competence in Research 20-30%",service.120.122,Scientific Collaborator Administration National Center of Competence in Research 
Servicefachangestellte - Aushilfe im Stundenlohn nach Vereinbarung,service.126.129,Servicefachangestellte Aushilfe im Stundenlohn nach Vereinbarung
Data Scientist for the Biomedical Data Science Center (BDSC),tech.53.55,Data Scientist for the Biomedical Data Science Center BDSC
ServicemitarbeiterIn -50% - per 1. Dezember 2022,service.126.129,ServicemitarbeiterIn per Dezember 
Pharmaceutical OSD Engineer (m/f/x) - Fulltime (100%),tech.89.93,Pharmaceutical OSD Engineer mfx Fulltime 
Senior Engineer HVAC (m/f/x) - Fulltime (100%),tech.89.93,Senior Engineer HVAC mfx Fulltime 
"Servicemitarbeiter/in 100% ab Mitte November 2022, unbefristet",service.126.129,Servicemitarbeiter ab Mitte November unbefristet
Apprentissage Mécanicien de Production CFC option décolletage - 2023 - Le Locle,tech.81.87,Apprentissage Mécanicien de Production CFC option décolletage Le Locle
Serviceangestellten,service.126.129,Serviceangestellten
"Servicemitarbeiter/in 50-80% ab Mitte November 2022, unbefristet",service.126.129,Servicemitarbeiter ab Mitte November unbefristet
Servicefachangestellte - Restaurant Chez Max Julen,service.126.129,Servicefachangestellte Restaurant Chez Max Julen
Servicemitarbeiter (w/m/d) 60%-100%,service.126.129,Servicemitarbeiter 
Servicemitarbeiter m/w für Wintersaison - Hotel/Restaurant Piz Ela,service.126.129,Servicemitarbeiter für Wintersaison HotelRestaurant Piz Ela
Mitarbeiter Frühstücksservice (w/m/d) 100%,service.126.129,Mitarbeiter Frühstücksservice 
Mitarbeiter Frühstücksservice (w/m/d) 40%-60%,service.126.129,Mitarbeiter Frühstücksservice 
Stellvertretender Filialleiter (m/w/d) 60 - 70%,admin.45.47,Stellvertretender Filialleiter 
Stellvertretender Filialleiter (m/w/d) 80%,admin.45.47,Stellvertretender Filialleiter 
Detailhandelsangestellte/r 40% (w/m),admin.45.47,Detailhandelsangestellter 
Verkäufer m/w/d,admin.45.47,Verkäufer 
Verkäufer m/w/d,admin.45.47,Verkäufer 
Verkäufer (m/w/d) im TopShop Root,admin.45.47,Verkäufer im TopShop Root
Fachberater*in Verkauf (Stundenlohn) 80%,admin.45.47,Fachberater Verkauf Stundenlohn 
Verkäufer m/w/d,admin.45.47,Verkäufer 
Verkäufer m/w/d,admin.45.47,Verkäufer 
Verkäufer/Verkäuferin bei Möbel Märki in Volketswil/ZH,admin.45.47,VerkäuferVerkäuferin bei Möbel Märki in VolketswilZH
Verkäufer m/w/d,admin.45.47,Verkäufer 
Verkäufer*in,admin.45.47,Verkäufer
Studentenaushilfe (Verkäufer) m/w/d,admin.45.47,Studentenaushilfe Verkäufer 
Sales- & Projectmanager (w/m/d) 100 %,tech.89.74,Sales Projectmanager 
Sales Consultant Spine,admin.45.48,Sales Consultant Spine
Verkaufsberater Photovoltaik Grossanlagen & Elektromobilität Quereinstieg (w/m/d),tech.72.79,Verkaufsberater Photovoltaik Grossanlagen Elektromobilität Quereinstieg 
Verkaufsberater/in Junior,admin.45.2026,Verkaufsberater Junior
Verkaufsberater*in d/f 100%,admin.45.2026,Verkaufsberater df 
Verkäufer m/w/d,admin.45.47,Verkäufer 
Junior FX Sales Specialist - Deutschschweiz,admin.45.48,Junior FX Sales Specialist Deutschschweiz
"Verkäufer (f/m/d), ca. 20%, flexibel (Mo-Sa), für unsere Filiale in Würenlingen",admin.45.47,Verkäufer ca flexibel MoSa für unsere Filiale in Würenlingen
Sales Expert (m/w) 100%,admin.45.48,Sales Expert 
Verkäufer*in,admin.45.47,Verkäufer
Fachberater/-in Verkauf (m/w/d) 40%-80%,admin.45.47,Fachberaterin Verkauf 
Verkaufsberater/in Hörakustik (100%),admin.45.48,Verkaufsberater Hörakustik 
Mitarbeiter*in Verkauf Haushalt 50%-100%,admin.45.47,Mitarbeiter Verkauf Haushalt 
Mitarbeiter Grünbereich / Hartwaren m/w/d LANDI Laden Pfäffikon,admin.45.47,Mitarbeiter Grünbereich Hartwaren LANDI Laden Pfäffikon
Verkäufer m/w/d,admin.45.47,Verkäufer 
Verkäufer m/w/d,admin.45.47,Verkäufer 
Verkäufer m/w/d,admin.45.47,Verkäufer 
Sales Manager/in International,admin.45.48,Sales Manager International
Verkaufstalent (m/w) 100%,service.136.139,Verkaufstalent 
2 addette alla vendita (f/m/d),admin.45.47, addette alla vendita 
Aushilfe VerkäuferIn,admin.45.47,Aushilfe VerkäuferIn
Aushilfe VerkäuferIn,admin.45.47,Aushilfe VerkäuferIn
Leiter/in Verkaufsinnendienst/Administration Medical (m/w),admin.45.50,Leiter VerkaufsinnendienstAdministration Medical 
AssistentIn Einkauf und Marketing Multimedia 80% - 100%,admin.40.41,AssistentIn Einkauf und Marketing Multimedia 
"Detailhandelsfachfrau/-mann, 60% im Stundenlohn, Schwyz",admin.45.47,Detailhandelsfachfraumann im Stundenlohn Schwyz
"Detailhandelsfachfrau/-mann, 50% - 60%, Oftringen",admin.45.47,Detailhandelsfachfraumann Oftringen
"Detailhandelsfachfrau/-mann, 60% im Stundenlohn, Wädenswil",admin.45.47,Detailhandelsfachfraumann im Stundenlohn Wädenswil
"Detailhandelsfachfrau/-mann, 60% im Stundenlohn, Spreitenbach",admin.45.47,Detailhandelsfachfraumann im Stundenlohn Spreitenbach
Verkaufsassistenten Order Processing (m/w) (80 % - 100 %),admin.45.49,Verkaufsassistenten Order Processing 
Customer Service (m/w) 100%,admin.45.49,Customer Service 
SANDWICH ARTIST (m/w) 60%-100% Fix (Spätschichten/Schlussdienst),service.126.129,SANDWICH ARTIST Fix SpätschichtenSchlussdienst
"Praktikum: Kommunikation, Kundenservice & Marketing",admin.40.41,Praktikum Kommunikation Kundenservice Marketing
Account Manager TVO & FM1Today 80-100% (a),admin.45.2026,Account Manager TVO FMToday a
Account Management Support (w/m),admin.20.27,Account Management Support 
Sales Advisor 80% - 100% (w/m/d) Damenabteilung,admin.45.47,Sales Advisor Damenabteilung
FilialleiterIn,admin.45.47,FilialleiterIn
Verkaufsmitarbeiterin Lebensmittel (Teilzeit),admin.45.48,Verkaufsmitarbeiterin Lebensmittel Teilzeit
Verkaufsingenieur,tech.72.79,Verkaufsingenieur
Sales Associate 40-100%,admin.45.48,Sales Associate 
Verkaufsberater Energie & Handel (m/w/d),tech.72.79,Verkaufsberater Energie Handel 
VERKAUFSBERATER 100% IM AUSSENDIENST,service.126.128,VERKAUFSBERATER IM AUSSENDIENST
Restaurant Manager*,service.126.129,Restaurant Manager
Technischer Sachbearbeiter Vertrieb Innendienst (w/m/d) 100%,admin.45.49,Technischer Sachbearbeiter Vertrieb Innendienst 
Chef* de Service (Tagesbetrieb Dienstag bis Samstag),service.126.129,Chef de Service Tagesbetrieb Dienstag bis Samstag
Wohnberater / Standortleiter (m/w),admin.45.47,Wohnberater Standortleiter 
Sachbearbeiterin Verkauf Innendienst D/F 80-100% (m/w/d),admin.45.49,Sachbearbeiterin Verkauf Innendienst DF 
Aushilfe VerkäuferIn,admin.45.47,Aushilfe VerkäuferIn
Aushilfe VerkäuferIn,admin.45.47,Aushilfe VerkäuferIn
"Detailhandelsfachfrau/-mann, 60% im Stundenlohn, Küssnacht am Rigi",admin.45.47,Detailhandelsfachfraumann im Stundenlohn Küssnacht am Rigi
"Stv. Filialleiter/-in, 100%, Spreitenbach",admin.45.47,Stv Filialleiterin Spreitenbach
"Detailhandelsfachfrau/-mann, 20% im Stundenlohn, Biel",admin.45.47,Detailhandelsfachfraumann im Stundenlohn Biel
"Detailhandelsfachfrau/-mann, 20% Stundenlohn, Chur",admin.45.47,Detailhandelsfachfraumann Stundenlohn Chur
Préparatrice de commande (60 à 100%),admin.2.155,Préparatrice de commande à 
Consulente alla clientela nel servizio esterno per la regione Ticino (60-100%),admin.45.156,Consulente alla clientela nel servizio esterno per la regione Ticino 
Milchtechnologen·in,tech.81.86,Milchtechnologen·in
Charcutier - Fromager H/F,service.126.131,Charcutier Fromager HF
Mitarbeiter Innendienst (all genders) für die Geschäftsstelle Bad Zurzach 30% - 50%,admin.20.30,Mitarbeiter Innendienst all genders für die Geschäftsstelle Bad Zurzach 
Technischer Sachbearbeiter (m/w/d) 100%,tech.81.85,Technischer Sachbearbeiter 
Produktionsplaner (a),tech.81.86,Produktionsplaner a
Technischer Sachbearbeiter Verkaufsinnendienst (a),tech.72.2032,Technischer Sachbearbeiter Verkaufsinnendienst a
Techn. Verkaufsberater Region BE/JU (m/w/d),admin.45.2026,Techn Verkaufsberater Region BEJU 
Sachbearbeiter Technischer Verkauf (w/m) 100% in der Zentralschweiz,admin.45.49,Sachbearbeiter Technischer Verkauf in der Zentralschweiz
Technischer Sachbearbeiter (m/w) 80-100%,admin.45.49,Technischer Sachbearbeiter 
Formulation Development Laboratory Technician (m/f),tech.66.70,Formulation Development Laboratory Technician 
"sachbearbeiterin steuern, m/w/d (60 - 100%)",admin.9.16,sachbearbeiterin steuern 
TreuhandsachbearbeiterIN 50-100%,admin.9.17,TreuhandsachbearbeiterIN 
Treuhandsachbearbeiter/in 40-100%,admin.9.17,Treuhandsachbearbeiter 
Treuhand MandatsleiterIN mit Weiterbildung,admin.9.17,Treuhand MandatsleiterIN mit Weiterbildung
"sachbearbeiterin treuhand, m/w/d (80 - 100%)",admin.9.17,sachbearbeiterin treuhand 
TreuhandsachbearbeiterIN auch ab Treuhand-KV,admin.9.17,TreuhandsachbearbeiterIN auch ab TreuhandKV
Treuhand-SachbearbeiterIN 80-100%,admin.9.17,TreuhandSachbearbeiterIN 
TreuhandsachbearbeiterIn / Junior MandatsleiterIN rund um den FA,admin.9.17,TreuhandsachbearbeiterIn Junior MandatsleiterIN rund um den FA
