jobtitle,jobsubcategories
technischer Fahrzeug – Aufbereiter / technischer Allrounder,['tech.101.102']
Techniker,['tech.101.102']
LASTWAGENMECHANIKER  MECHATRONIKER,['tech.101.102']
Gruppenleiter Fahrzeugexperten Innendienst,['admin.20.33']
Automobilfachmann -  Mechatroniker,['tech.101.102']
Automobil-Fachmann,['tech.101.102']
Automobilfachmann / Automobilassistent NFZ/PW,['tech.101.102']
Lehrstelle Automobilfachmann EFZ,['tech.101.102']
Carrosseriespengler,['tech.101.103']
Versuchstechniker,['tech.81.85']
Testautomatisierer,['tech.53.54']
Test Coordinator,['tech.53.59']
Senior Test Engineer,['tech.53.54']
Test Engineer,['tech.72.73']
Hardware Validation & Verification Engineer,['tech.72.73']
Testmanager / Testengineer,['tech.66.71']
"Polymechaniker, Automatiker - Top Stundenlohn",['tech.81.76']
Polymechaniker/Automatiker - Top Stundenlohn,['tech.81.83']
"Polymechaniker, Automatiker, Anlagen- und Apparatebauer, Logistiker",['tech.81.76']
"Polymechaniker, Automatiker, Anlagen- und Apparatebauer, Logistiker gesucht",['tech.81.85']
Automatiker/Automatikmonteur,['tech.81.83']
Polymechaniker / Automatiker,['tech.81.85']
SPS-Programmierer,['tech.72.73']
"Polymechaniker, Automatiker, Anlagen- und Apparatebauer - TOP LOHN",['tech.81.85']
"Polymechaniker, Automatiker, Anlagen- und Apparatebauer gesucht - Top Stundenlohn",['tech.81.76']
"Polymechaniker, Automatiker, Anlagen- und Apparatebauer gesucht - TOP LOHN",['tech.81.82']
"Polymechaniker, Automatiker",['tech.81.76']
Automatiker / Automatikmonteur,['tech.81.83']
Automatikmonteur EFZ,['tech.81.83']
Serviceberater Karosserie,['admin.45.49']
20,['service.120.123']
SERVICEASSISTENZ UND EMPFANG,['admin.2.3']
Serviceberater VW,['admin.45.50']
Serviceberater Mercedes-Benz & smart,['tech.72.151']
Machine Interface Engineer,['tech.53.60']
IT/OT Application Engineer,['tech.53.2027']
Qualification / CSV Engineer,['tech.89.93']
Test Automation Engineer,['tech.66.71']
Junior Test Automation Engineer,['tech.66.71']
Business Engineer - Marketing Technologies,['tech.53.54']
Technical Sales Engineer - United Kingdom,['tech.72.73']
Platform Engineer Container Platform,['tech.53.60']
Product Owner System Team,['tech.53.58']
Senior Java Develo,['tech.53.2028']
C# Software Engineer,['tech.53.59']
Technical Sales Engineer – Vereinigtes Königreich / UK,['tech.72.73']
Projektingenieur mit Fokus Elektroplanung,['tech.72.73']
Agent de méthodes,['tech.81.83']
Marketing Automation Manager,['admin.40.36']
Application Manager,['tech.53.59']
Spécialiste Yokogawa,['service.120.121']
Betriebselektriker / Gebäudetechniker im technischen Unterhalt,['tech.89.74']
Industrieelektriker,['tech.89.74']
Schaltanlagenmonteur / Automatiker,['tech.72.73']
Trainee MES Rezepte und Stammdaten,['tech.53.56']
Ingénieur en automatisation de tests,['tech.81.83']
Verkaufsingenieur Automation Region Bern,['admin.45.156']
Ingénieur automation,['tech.81.83']
Automatisationsspezialist,['tech.72.73']
Tender Manager Sales Solutions for Press Automation,['admin.45.48']
Global Product Manager Industrial Valves,['admin.40.36']
Recruiter,['admin.2.5']
Consultant / Senior Consultant Global Mobility,['admin.9.10']
Compliance Officer Regulationen,['admin.20.21']
Gruppenleiter Montage,['tech.81.86']
Steuerexperte in Ausbildung,['admin.9.16']
SPS Automationsingenieur,['tech.72.73']
Product Manager Digital,['admin.40.36']
Supply Chain Manager,['tech.81.83']
Sales Manager,['admin.45.156']
Bauleitende Installateur Heizung,['tech.89.100']
Junior Bauleiter,['tech.89.93']
Projektleiter Hochbau,['tech.89.90']
Senior Consultant - Communications & Engagement,['admin.40.43']
Senior Consultant - Business Transformation - Orphoz,['admin.2.6']
Consultant - Technology Risk / EMEIA Financial Services in Geneva,['tech.72.2032']
Marketing- und Kommunikationsspezialist,['admin.40.43']
Stv. Regierungssprecher,['tech.66.69']
Kommunikationsspezialisten,['admin.40.42']
Communication Manager,['admin.40.43']
Project Management Office Specialist,['admin.20.150']
Actuarial Consultant - Financial Services,['admin.20.32']
"Program Officer, CRG - GL C - Defined Duration until December 2025",['admin.40.36']
Mitarbeiter Kommunikation,['admin.40.41']
CO2 Utilization Expert,['tech.66.69']
Corporate Communications Manager,['admin.40.43']
Firmenkundenberater Senior,['admin.20.27']
"Associate Specialist, Corporate Budgeting and Forecasting - GL C - 3 years Defined Duration",['admin.40.43']
Internal Auditor,['admin.9.10']
"Head of Accounting, Financial Planning and Analysis",['admin.9.11']
Anwältinnen und Anwälte,['admin.2.7']
Teamleitung Kommunikation & Branding,['admin.40.41']
Leiter Marketing Shopping Arena,['admin.40.41']
For Asteria - Head of Business Development,['admin.2.6']
Executive Assistant,['admin.2.2022']
Senior Compliance Officer,['admin.20.28']
Senior Project Manager | Business Consultant,['admin.2.6']
Simcorp Business Consultant,['admin.2.6']
Unternehmensberater / Projektleiter,['admin.20.150']
Laborantin-e en microbiologie,['tech.66.69']
Product Manager Poudre,['admin.40.36']
Mitarbeiter Administration,['admin.2.3']
LKW Chauffeur Kat. C / E,['tech.101.109']
Opératrices en horlogerie 2x8,['tech.81.86']
Mécanicien de maintenance,['tech.81.76']
Un-e cuisinier-ère en diététique à,['service.126.128']
Datenbankadministratorin Oracle,['tech.53.56']
Gipser/Trockenbauer,['tech.89.98']
Projektassistent,['admin.2.4']
Junior Key Account Manager / Key Account Manager,['admin.45.156']
Technischer Kaufmann,['admin.9.2024']
Verkäufer Volg Obermumpf,['admin.45.47']
Verkäufer Volg Remigen,['admin.45.47']
Verkäufer Volg Dielsdorf,['admin.45.47']
Kundenbetreuer Support Kartengeld,['admin.45.50']
Kundenberater,['admin.20.23']
DevOps Engineer / IT Business Analyst,['tech.53.55']
Servicemonteur Heizung / Lüftung / Sanitär,['tech.89.97']
Sicherheitsberater Elektro,['tech.89.74']
Dipl. Physiotherapeut,['service.111.118']
Leiter Pflege Medizinbereich Herz/Gefäss,['service.111.115']
Koordinator Qualitätsmanagement,['admin.20.150']
Elektroinstallateur  Montage-Elektriker Smart Energy & eMobility,['tech.72.73']
Praktikantin / Praktikant,['admin.2.6']
Koordinator Freiwilligenarbeit Grindelwald,['admin.20.150']
Research Assistant,['service.120.122']
Auditor,['admin.20.29']
Stv. Leiter Zentralsterilisation,['service.111.115']
Zweisprachige Koordinator,['admin.20.150']
Coordinateur/trice bilingue pour la Formation continue,['admin.20.150']
Canton de Vaud: Intervenant-e-s à domicile,['service.145.2034']
Mitarbeiter Betreuungs- und Entlastungsdienst,['service.111.116']
Betreuungsperson,['service.111.116']
Personale,['tech.89.97']
Wave Guide/Surf Rental,['tech.53.157']
Coordinateur / coordinatrice de la pratique fiscale,['admin.20.150']
Koordinator Radiologie,['admin.20.150']
Gestionnaire de projets et coordinateur,['admin.20.150']
Hausaufgabenhelferin/ Hausaufgabenhelfer,['service.111.118']
Coordinateur d'Urgence,['admin.20.150']
Koordinator,['admin.20.150']
Koordinator Service- und Wartung,['tech.72.151']
Ressortleiter Zentrale Dienste,['admin.2.3']
Training Specialist,['admin.2.4']
Sozialarbeiterin,['admin.2.3']
Senior Data Analyst - B2B,['admin.40.41']
Logistics Coordinator,['admin.35.38']
Supply Chain Coordinator,['admin.35.38']
Area Coordinator,['admin.20.150']
Events Coordinator,['admin.40.41']
Instandhaltungskoordinator / Maintenance Coordinator,['admin.35.38']
Second de cuisine,['service.126.128']
Dipl. Ergotherapeut,['service.111.118']
Innovationsmanager in Nachhaltige Wirtschaft,['admin.2.6']
HRIS Coordinator,['admin.20.150']
Projektleiter Klinischer Betrieb und Betriebsaufnahme,['tech.89.93']
SEMINAR & EVENT COORDINATOR,['admin.40.41']
Mitarbeiter als Key Account Koordinator,['admin.45.49']
Profi in Schleiftechnik,['tech.81.85']
HB Graphics Coordinator,['admin.20.150']
TV Production Coordinator,['admin.20.150']
Jungkoch,['service.126.127']
Betriebsleiterin/Betriebsleiter Küche,['service.126.127']
dipl. Physiotherapeuten Pensum,['service.111.118']
2 Köche/Köchinnen  Diätköche/Diätköchinnen EFZ,['service.126.128']
Demi Chef de Partie,['service.126.128']
Koch,['service.126.128']
Conseiller,['admin.45.48']
Koch / Köchin,['service.126.128']
Techniker Instandhaltung,['tech.72.73']
Senior Privatkundenberater,['admin.20.21']
Fachberater Hindernisfreies Bauen AG/SO,['tech.89.90']
Design Lead,['tech.89.91']
Serveur/Vendeur,['admin.45.47']
Team- und Projektleiter Bahnbau,['tech.89.90']
Stellvertretende Abteilungsleiter Brückenbau / Kunstbauten,['tech.89.90']
Carrossier-tôlier,['tech.101.103']
Electrical-Engineer / Elektrokonstrukteur,['tech.81.85']
Projektleiter Marketing und Kommunikation,['admin.40.41']
Technical Support Engineer,['tech.81.87']
Koordinator / Leiter Umbauten & Renovationen,['admin.2.2023']
UX/UI Designer,['tech.53.157']
Senior Product Owner,['tech.53.58']
Temporärmitarbeiter,['admin.45.49']
Sachbearbeiter Backoffice/Sekretariat,['admin.45.49']
Aubildung Diätköchin/-koch mit eidg. FA Sursee,['service.126.128']
Konstrukteur,['tech.81.84']
Digital Marketing Manager,['admin.40.41']
Tech Lead,['tech.53.57']
Stv. Filialleiter,['admin.45.47']
Stellvertretende Ladenleitung,['admin.45.47']
Stv. Geschäftsführung,['service.126.127']
Stage d'avocat,['admin.2.7']
Anwaltspraktikum,['admin.2.7']
AnwaltspraktikantIn,['admin.2.7']
Anwaltsassistent,['admin.2.3']
Scientific counsel,['tech.66.70']
Substitutinnen und Substituten,['admin.40.44']
Agile Scrum Master,['tech.53.58']
Sales Executive,['admin.45.48']
Greffierère à,['admin.2.7']
User Researcher,['admin.2.6']
Juristische Spezialist,['admin.2.7']
Fachrichterin  Fachrichter Kindes- und Erwachsenenschutzgericht; Bereich Soziale Arbeit,['admin.2.7']
Kurzpraktikum,['admin.20.26']
Jurist als Rechtsvertretung,['admin.2.7']
juristische Mitarbeiter,['admin.2.7']
Junior Patentingenieur / Rechercheur,['admin.2.7']
Compliance Officer,['admin.2.7']
Wir suchen  Substitutin / einen Substituten,['admin.2.7']
Aide en soins et accompagnement,['service.111.116']
Infirmier,['service.111.115']
Assistant socio éducatif,['service.120.125']
Sales Engineer / Technischer Verkaufsberater im Aussendienst,['tech.81.82']
ASSC diplômé,['service.111.115']
Technicien Support,['tech.53.61']
Category Buyer,['admin.35.37']
Sales Representative Cosmetics GWP 9305,['admin.45.2026']
Maler,['tech.89.98']
Projektleiter Elektroengineering und BSA,['tech.89.74']
Projektleiter,['admin.45.48']
Dipl. Pflegefachfrau / dipl. Pflegefachmann,['service.111.115']
Sachbearbeiter Immobilienbewirtschaftung,['admin.9.13']
Verantwortliche Jurist Steuerpraxis,['admin.2.7']
Medizinische Praxisassistent MPA,['service.111.113']
Rechtspraktikum Abteilung Opferhilfe,['admin.2.3']
Quereinsteiger,['service.111.117']
Servicetechniker / Monteur,['tech.72.73']
"Projektleiter Solution Architekt, Digitale Verwaltung",['admin.2.3']
EMEA Marketing Manager,['admin.40.41']
Online-Redaktor,['admin.40.44']
Content Manager,['admin.40.44']
Digital Content Creator,['admin.40.44']
Head of Learning and Development,['admin.2.4']
Rédacteur technique,['admin.40.44']
Technical Writer,['admin.40.44']
Content Specialist,['admin.40.44']
Technischer Redakteur,['admin.40.44']
"Sanitärinstallateur, Heizungsmonteur  HLK - Monteur als Monteur",['tech.89.97']
Elekroinstallateur als Techniker,['tech.72.151']
Gemüsegärtner als Gruppenleitung,['service.120.2033']
SAP SD Inhouse Consultant,['tech.53.62']
SAP Modulbetreuer,['tech.53.62']
SAP BW/BI Inhouse Consultant,['tech.53.62']
Consultant M&A / Transaction Services,['admin.2.6']
Legal Consultant Financial Crime,['admin.20.21']
Senior Consultant / Manager Indirekte Steuern / MWST,['admin.2.6']
Consultant - German Tax & Legal Center,['admin.45.48']
Tax Manager / Dipl. Steuerexperte,['admin.9.16']
Senior Consultant,['admin.2.6']
JBS Tax Manager MD,['admin.9.16']
Privatkundenberater,['admin.20.21']
Conseiller clientèle privée individuelle,['admin.20.21']
Berater Strukturierte Finanzierungen,['admin.2.6']
Sachbearbeiter Private Banking Hauptsitz,['admin.2.155']
Private Banker - Emerging Markets,['admin.20.21']
Diversity Internship,['service.120.121']
Java Fullstack Develo,['tech.53.2028']
Versicherungs- und Vorsorgeberater,['admin.20.31']
Senior Marketing Consultant Tax and Legal Services,['admin.40.41']
Individualkundenberater,['admin.20.21']
Logopädin / Logopäde,['service.120.124']
Kommunikationsberater,['admin.40.43']
Osteopath,['service.111.1283']
Business Consultant - Customer Engagement,['admin.45.156']
Risk Management Consultant,['admin.20.28']
Leiter Fachbereich Konservierung und Restaurierung HKB,['admin.2.154']
Projektleiter Bauingenieurwissenschaften,['admin.20.150']
Berater Gesundheitsvorsorge,['admin.2.6']
Vorsorgeberater,['admin.20.24']
BVG- und Pensionskassenspezialisten,['admin.20.33']
IT-Auditor / Cyber-Security-Berater Datenschutz,['tech.53.54']
Windows Systems Engineer,['tech.53.61']
Product Owner Intranet und Fachspezialist Web,['tech.53.2028']
Personalberater Industrie Temporärbereich,['admin.2.5']
Personalberater,['admin.2.5']
Mitarbeiter Verteildienst,['admin.40.44']
Anlagenoperator Oberflächentechnik,['tech.81.86']
Leiter Oberflächentechnik,['tech.81.86']
Vendor,['admin.20.33']
Chargé de recrutements,['admin.2.5']
Verkauf und Personal = Personalberater,['admin.2.5']
Senior Personalberater Medical  Tertiär,['admin.2.5']
Personalberater KV Berufe,['admin.2.5']
Verkaufsstarke Personalberater,['admin.2.5']
Mit dir bauen wir den Erfolg noch weiter aus! Personalberater Bau und Handwerk,['admin.2.5']
Personalberater mit Biss,['admin.2.5']
Verkaufsorientierte Networker als Personalberater,['admin.2.5']
Junior Personalberater im SAP Umfeld,['admin.2.5']
Personalberater kaufmännische Berufe,['admin.2.5']
leitender automobil-mechatroniker nutzfahrzeuge,['tech.101.102']
Gruppenleiter Heizung / Sanitär Kleinanlagenbau,['tech.81.84']
Personalvermittler,['admin.2.5']
Business-Engineer Weiterentwicklung Zug- und Lokpersonal,['admin.2.6']
Praktikum als kaufmännische Assistenz,['admin.2.3']
LöterIn / BestückerIn,['tech.72.75']
Case-Manager,['admin.2.4']
Restaurantangestellte,['admin.45.47']
Engagierter Kaufmännischer Praktikant,['admin.2.3']
Teilzeit Mitarbeiter Restauration & Events / Anstellung auf Abruf,['service.126.129']
Entwurfsarchitekt,['tech.89.90']
Leiter IT-Betrieb,['admin.20.150']
Junior Personalberater Baugewerbe,['admin.2.5']
Personalberater Baugewerbe,['admin.2.5']
Customer Support,['admin.20.27']
Ausbildung dipl. Fachperson Operationstechnik,['admin.2.3']
Praktikum im kaufmännischen Bereich,['tech.72.73']
Kurzpraktikum im Berufsfeld Pflege,['service.111.115']
Ausbildung dipl. Pflegefachfrau,['service.111.115']
Sachbearbeiter Einzelleben West & Süd,['admin.20.33']
Fach-/Ausbildungsverantwortlicher Motorfahrzeug Sachschaden,['admin.2.4']
Experte Langzeitleistungen Unfall- und Rentenprüfer,['admin.9.2024']
Führungspraktikum Facility Management,['tech.101.19']
Ausbildung dipl. Radiologiefachperson,['service.111.113']
Lehrstelle als Fachperson Hauswirtschaft EFZ,['service.111.116']
Lehrstelle als Medizinische Praxisassistent EFZ,['service.111.113']
Strukturiertes Praxisjahr Fachmaturität Gesundheit 2023,['admin.2.3']
Collaborateurtrice gérance,['admin.35.38']
Praktikum in der Pflege,['service.111.115']
Unterassistent 2023,['service.111.1283']
Unterassistent 2025,['service.111.1283']
Mitarbeiter Servicedesk,['tech.53.61']
Unterassistent 2024,['service.111.1283']
Ausbildung dipl. Pflegefachperson,['service.111.115']
Techniker Security,['tech.72.151']
Mitarbeiter Hausdienst,['service.126.134']
MitarbeiterIn Kantine / Service,['service.126.128']
Junior Berater Direkt- & E-Mail-Marketing,['admin.45.156']
Senior Inspektor / Berater,['tech.72.73']
Inspektor / Berater,['tech.72.73']
HR Berater mit Schwerpunkt Personalentwicklung,['admin.2.154']
Junior Inspektor/Berater,['tech.72.73']
Schulsozialarbeiterin/Schulsozialarbeiter,['service.120.121']
Praktikant nano/3sat,['admin.40.44']
"Leiterin/Leiter der Abteilung Berufs-, Studien- und Laufbahnberatung",['service.120.121']
Student,['admin.40.44']
Oberärztin / Oberarzt,['service.111.1283']
Portfoliomanager Multi-Asset,['admin.20.27']
Leiter Aus- und Weiterbildung,['admin.2.4']
Medien-Meteorologin / Medien-Meteorologe,['admin.40.44']
Java Application-Engineer Senior,['tech.53.56']
Nachwuchsfachleute mit Ziel Fach-  Bereichsleitung,['service.126.128']
Mitarbeiter Reinigung & Aufsicht,['tech.101.19']
Business & IT-Architekt Digitalisierung,['admin.20.150']
DevOps Plattform Entwicklerin / DevOps Plattform Entwickler,['tech.53.56']
Crewtransport FahrerIn,['tech.101.109']
Stv. Leiterin / Stv. Leiter Patientenadministration,['admin.2.155']
Produzent Tagesprogramm SRF 2 Kultur,['admin.40.44']
Dipl. Ergotherapeutin / Ergotherapeuten,['service.111.118']
Köchin / Koch im Front-Cooking Bereich,['service.126.128']
Technico-commercial,['admin.45.48']
Leiter Schulsozialarbeit Stadt Zürich,['service.120.121']
Berater,['admin.2.6']
Berater Digital,['admin.2.6']
Projektleiter / Berater EVU,['admin.2.6']
Junior Sales/Berater,['admin.2.6']
Berater KMU,['admin.2.6']
Verkäuferin,['admin.45.47']
Expert Qualifizierung,['admin.2.4']
Technical Customer Support Gas Sensor,['tech.81.85']
Fachspezialist After Sales Service,['tech.72.2032']
Mitarbeiter Customer Experience & Services,['admin.45.47']
Customer Service Representative,['admin.45.50']
Customer Service Mitarbeiter FIBU/Anlagen,['tech.53.61']
Berater Kundensupport Schweizerische Post Fribourg und Homeoffice,['admin.45.49']
Projektleiter Lüftung,['tech.89.100']
Projektleiter HLK Kleinanlagenbau,['tech.81.84']
Projektleiter Lüftung/Klima,['tech.89.100']
Studentenjob Telefonakquise,['admin.45.46']
Call Agent B2B,['admin.45.46']
Call Agent B2C,['admin.45.46']
Kundenberater Mediapool Contact Center,['admin.45.46']
Mitarbeiter Telemarketing,['admin.45.50']
Call Center Agent mit ICT Affinität,['tech.53.61']
Inbound Kundenberater,['admin.45.50']
Outbound Agent,['admin.20.27']
Payroll Specialist,['admin.9.15']
Wissenschaftliche Mitarbeiter Data Science for Education,['service.120.122']
2nd Level ICT Supporter,['tech.53.57']
Fachspezialist Projektcontrolling / SAP,['admin.9.12']
Sachbearbeiter Inkasso,['admin.9.14']
Sachbearbeiter Auftragsabwicklung,['admin.45.49']
Sachbearbeiter Finanz- & Rechnungswesen,['admin.9.2024']
Sachbearbeiter Buchhaltung,['admin.9.2024']
Sachbearbeiterin / Sachbearbeiter,['admin.2.155']
Digital Marketing Spezialist,['admin.40.2025']
Spezialist Glas,['tech.101.104']
Spezialistin / Spezialist ICT-Security,['tech.53.54']
Export Spezialist,['admin.35.39']
